X	Z	A
0.0000	303.8698
0.9791	303.5662
1.9582	303.6084
2.9374	303.6761
3.9165	303.7865
4.8956	303.9587
5.8747	304.0726	toto
6.8417	304.0939
7.8088	304.0837
8.7758	304.3312
9.7428	304.4066
10.7098	304.4603
11.6769	304.6427
12.6439	304.6255	tata
13.6109	304.5542
14.5779	304.4382
15.4677	304.6685
16.3574	304.5731
17.2472	305.0946
18.1369	305.3479
19.0267	305.5142
19.9164	305.4034
20.8062	305.6796
21.6960	305.9693
22.5857	306.3161
23.5099	306.4506
24.4340	306.4400
25.3582	306.4627
26.2823	306.4572
27.2065	306.3906
28.1306	306.3419
29.0548	306.1882
29.9789	306.2057
30.9031	306.1455
31.8272	306.1482
32.7613	306.1979
33.6953	306.1897
34.6293	306.3561
35.5633	306.4340
36.4974	306.5541
37.4314	306.6342
38.3654	306.7697
39.2995	306.9367
40.2335	307.0729
41.1675	307.1846
42.1015	307.2784
43.0356	307.4949
43.9696	307.5791
44.9036	307.7320
45.8376	307.7455
46.7806	307.9359
47.7236	307.9866
48.6666	308.2279
49.6096	308.3761
50.5526	308.5071
51.4956	308.3055
52.4386	308.1434
53.3816	308.0811
54.3246	308.2655
55.2676	308.3529
56.2105	308.3549
57.1163	308.3631
58.0221	308.3520
58.9279	308.4262
59.8337	308.5395
60.7395	308.5935
61.6453	308.6564
62.5511	308.7165
63.4568	308.7820
64.3626	308.8404
65.2684	308.9288
66.2549	309.0543
67.2414	309.2251
68.2278	309.3279
69.2143	309.4740
70.2008	309.6291
71.1873	309.7754
72.1738	309.9262
73.1602	310.0746
74.1467	310.2211
75.1332	310.3710
76.1197	310.5186
77.0865	310.6525
78.0533	310.7801
79.0201	310.9089
79.9869	310.8678
80.9537	310.7648
81.9205	311.0061
82.8873	311.1185
83.8541	311.1291
84.8209	311.1721
85.7877	311.1931
86.7545	311.1710
87.7213	311.1850
88.6881	311.3991
89.6549	311.4833
90.6120	311.5565
91.5692	311.6295
92.5263	311.6932
93.4834	311.7966
94.4406	311.8980
95.3977	312.1242
96.3548	312.2384
97.3120	312.2723
98.2691	312.3564
99.2344	312.4304
100.1998	312.3297
101.1651	312.3723
102.1304	312.5380
103.0957	312.7527
104.0610	312.9384
105.0264	312.9356
105.9917	312.9102
106.9570	312.9909
107.9223	313.0424
108.8876	313.2685
109.8530	313.4465
110.8183	313.5192
111.7836	313.5010
112.7815	313.4076
113.7794	313.2276
114.7773	313.0765
115.7752	312.9632
116.7731	312.9641
117.7710	313.0449
118.7688	313.1780
119.7461	313.1873
120.7233	313.3882
121.7005	313.3948
122.6778	313.4553
123.6550	313.4608
124.6322	313.4101
125.6095	313.3904
126.5867	313.4167
127.5639	313.5649
128.5589	313.8626
129.5538	314.0472
130.5488	314.1874
131.5437	314.4705
132.5387	314.5472
133.5336	314.6804
134.5286	315.0983
135.5235	315.5189
136.4340	315.4814
137.3444	315.4294
138.2548	315.3782
139.1652	315.0523
140.0756	314.9992
140.9860	315.1614
141.8965	315.3402
142.8069	315.5491
143.7173	315.6544
144.6277	315.5156
145.6226	315.8018
146.6176	315.9920
147.6125	316.1638
148.6075	316.4233
149.6024	316.6210
150.5973	316.7627
151.5923	316.8954
152.5872	317.0261
153.4697	317.0117
154.3522	316.7522
155.2347	316.5096
156.1172	316.4984
156.9997	316.5999
157.8822	316.6068
158.7647	316.7623
159.6472	316.9652
160.6263	316.8899
161.6054	316.9070
162.5845	316.9613
163.5636	317.0065
164.5428	316.9204
165.5219	316.9906
166.5010	317.0859
167.4801	317.0981
168.4592	317.0892
169.4383	317.0992
170.4174	317.1211
171.3631	317.2776
172.3088	317.2652
173.2545	317.3473
174.2002	317.4168
175.1459	317.4237
176.0916	317.4709
177.0372	317.5324
178.0134	317.6468
178.9895	317.6458
179.9657	317.6238
180.9418	317.6607
181.9179	317.7105
182.8941	317.9464
183.8702	318.4325
184.8464	318.7540
185.8225	318.4091
186.7986	318.1448
187.7748	318.1079
188.7509	318.3735
189.7153	318.4056
190.6796	318.4470
191.6440	318.4592
192.6083	318.5179
193.5727	318.6122
194.5370	318.6929
195.5013	318.7684
196.4657	318.8438
197.4300	318.9084
198.3944	318.8849
199.3587	318.8121
200.3231	318.8554
201.2874	318.9209
202.2518	318.9863
203.2161	319.0988
204.1786	319.2010
205.1411	319.2383
206.1035	319.2113
207.0660	319.3107
208.0285	319.3645
208.9910	319.4974
209.9534	319.5196
210.9159	319.4270
211.8784	319.3717
212.8408	319.3152
213.8033	319.3175
214.7658	319.4229
215.7282	319.5591
216.6907	319.8253
217.6532	319.7457
218.6157	319.8184
219.5781	319.9572
220.5406	319.8736
221.5031	319.7503
222.4353	319.8553
223.3675	319.9721
224.2998	320.0784
225.2320	320.1764
226.1642	320.1842
227.0965	320.2022
228.0287	320.2786
228.9609	320.3087
229.8931	320.4037
230.8254	320.5833
231.7576	320.7850
232.6898	320.9758
233.6221	320.9958
234.5684	320.9879
235.5147	321.0524
236.4610	321.1381
237.4074	321.2205
238.3537	321.2575
239.3000	321.2001
240.2463	321.1510
241.1927	321.1671
242.1390	321.2442
